Contractor Name,Contract ID,Purpose,Value of Sandy Funding,Sandy Spending to Date,Current Start Date,Current End Date,Original Start Date,Original End Date,Procurement Method,Estimated Job Creation
"ATLANTIC EXPRESS COACHWAYS, INC.","DO104020134240403","","223300","223300","25-Apr-13","25-Apr-13","","","","1"
"BECK & SCLAFANI MECHANICAL PIPING CONTRACTORS INC","PON104420151540766","","5976225","4483502","15-Dec-15","15-Dec-15","","","","39"
"BG NATIONAL PLUMBING & HEATING INC","PON104420151532055","","14001480","1794879","01-Dec-15","01-Dec-15","","","","16"
"BG NATIONAL PLUMBING & HEATING INC","PON104420151543236","","13880000","1776279","12-Feb-15","12-Feb-15","","","","15"
"BG NATIONAL PLUMBING & HEATING INC","PON104420151532955","","13526951","2594344","26-Aug-15","26-Aug-15","","","","22"
"BG NATIONAL PLUMBING & HEATING INC","PON104420151547704","","20198000","701795","16-Jun-15","16-Jun-15","","","","6"
"BLADYKAS ENGINEERING PC","PON104420141469111","","507208","507208","11-Jun-14","11-Jun-14","","","","3"
"BLADYKAS ENGINEERING PC","PON104420141468342","","159956","159956","11-Jun-14","11-Jun-14","","","","1"
"BLADYKAS ENGINEERING PC","PON104420141459569","","272685","272685","14-Apr-14","14-Apr-14","","","","2"
"BLADYKAS ENGINEERING PC","PON104420141459566","","277560","277560","13-Aug-14","13-Aug-14","","","","2"
"BLADYKAS ENGINEERING PC","PON104420151522042","","222653","222653","25-Sep-14","25-Sep-14","","","","2"
"BMS CAT, INC","CT104020149454672","DEPT OF ED-REQUIREMENT CONTRACT","626813","626813","30-Jan-13","26-Jan-14","30-Jan-13","26-Jan-14","EMERGENCY","4"
"BMS CAT, INC","PON104020144083946","","911877","911877","05-Feb-14","05-Feb-14","","","","6"
"BMS CAT, INC","PON104020144074322","","495990","495990","25-Oct-13","25-Oct-13","","","","3"
"CDE AIR CONDITIONING CO INC","PON104420141474598","","6419024","5034421","28-Oct-15","28-Oct-15","","","","44"
"CDE AIR CONDITIONING CO INC","PON104420141474569","","13479447","7444742","10-Mar-15","10-Mar-15","","","","64"
"CENTRAL MECHANICAL SYSTEMS INC","PON104420151543199","","19855800","2889496","12-Feb-15","12-Feb-15","","","","25"
"DASNY MECHANICAL INC","PON104420151540715","","13580000","1178577","12-Feb-15","12-Feb-15","","","","10"
"DEGMOR INC","PON104420131328078","","401102","401102","20-Aug-13","20-Aug-13","","","","3"
"DEGMOR INC","PON104420131328077","","379516","379516","16-Aug-13","16-Aug-13","","","","3"
"ERNST & YOUNG, LLP","DO104020144046036","","300000","300000","25-Sep-13","25-Sep-13","","","","2"
"ERNST & YOUNG, LLP","DO104020134241042","","498634","498634","17-Aug-13","17-Aug-13","","","","3"
"ERNST & YOUNG, LLP","DO104020144186034","","503557","503557","18-Mar-14","18-Mar-14","","","","3"
"ERNST & YOUNG, LLP","PON104420151544576","","113946","113946","17-Nov-15","17-Nov-15","","","","1"
"EURO CASTLE CONSTRUCTION CORP","PON104420151549960","","2098915","119352","02-Mar-15","02-Mar-15","","","","1"
"GREENMAN-PEDERSEN INC","PON104420141474519","","324162","324162","24-Jun-14","24-Jun-14","","","","2"
"GREENMAN-PEDERSEN INC","PON104420141474524","","307183","307183","24-Jun-14","24-Jun-14","","","","2"
"GREENMAN-PEDERSEN INC","PON104420151510050","","529814","476269","11-Aug-14","11-Aug-14","","","","2"
"GREENMAN-PEDERSEN INC","PON104420141459585","","113224","113224","07-Oct-14","07-Oct-14","","","","1"
"GREENMAN-PEDERSEN INC","PON104420151530870","","536856","536856","17-Mar-15","17-Mar-15","","","","5"
"GREENMAN-PEDERSEN INC","PON104420151510049","","302532","302532","11-Aug-14","11-Aug-14","","","","3"
"HAKS ENGINEERS ARCHITECTS AND LANDSURVEYORS PC","PON104420131335114","","230857","230846","30-Jul-13","30-Jul-13","","","","2"
"HAKS ENGINEERS ARCHITECTS AND LANDSURVEYORS PC","PON104420131328192","","1622917","1622917","01-Apr-13","01-Apr-13","","","","11"
"HAKS ENGINEERS ARCHITECTS AND LANDSURVEYORS PC","PON104420141413180","","577415","577415","27-Aug-13","27-Aug-13","","","","4"
"HAKS ENGINEERS ARCHITECTS AND LANDSURVEYORS PC","PON104420131328190","","567342","567342","21-May-13","21-May-13","","","","4"
"HAKS ENGINEERS ARCHITECTS AND LANDSURVEYORS PC","PON104420131328193","","1389917","1389917","27-Sep-13","27-Sep-13","","","","9"
"IANNELLI CONSTRUCTION CO INC","PON104420151543214","","26658087","5723698","05-Nov-15","05-Nov-15","","","","49"
"IANNELLI CONSTRUCTION CO INC","PON104420141474571","","14339653","9786271","23-Feb-15","23-Feb-15","","","","85"
"INDEPENDENT TEMPERATURE CONTRO","PON104420151557484","","5839000","1385075","26-Mar-15","26-Mar-15","","","","12"
"INTERNATIONAL BUSINESS MACHINES CORP","CT104020139352061","SUPPLIES/MATERIALS/EQUIPMENT","190629","190629","01-Oct-12","30-Sep-13","01-Oct-12","30-Sep-13","RENEWAL OF CONTRACT","1"
"JENNIFER TEMPS, INC.","DO104020144085105","","169652","169652","17-Apr-14","17-Apr-14","","","","4"
"JOSEPH R LORING & ASSOCIATES INC.","PON104420151502078","","230613","230613","23-Dec-14","23-Dec-14","","","","2"
"JOSEPH R LORING & ASSOCIATES INC.","PON104420141461967","","424867","424867","28-Apr-14","28-Apr-14","","","","4"
"JOSEPH R LORING & ASSOCIATES INC.","PON104420141472086","","100730","100730","18-Jun-14","18-Jun-14","","","","1"
"JOSEPH R LORING & ASSOCIATES INC.","PON104420151502075","","144768","144768","12-Mar-15","12-Mar-15","","","","1"
"JOSEPH R LORING & ASSOCIATES INC.","PON104420141454323","","138732","138732","05-Aug-14","05-Aug-14","","","","1"
"KG CONSTRUCTION SERVICES INC","PON104420151547531","","6720000","2748094","25-Feb-15","25-Feb-15","","","","24"
"KISS CONSTRUCTION INC","PON104420131335122","","460660","460660","17-Jun-13","17-Jun-13","","","","3"
"KISS CONSTRUCTION INC","PON104420131332457","","149650","149650","07-Mar-13","07-Mar-13","","","","1"
"KISS CONSTRUCTION INC","PON104420131332465","","153064","153064","08-Mar-13","08-Mar-13","","","","1"
"KISS CONSTRUCTION INC","PON104420131344654","","522757","522757","12-Jun-13","12-Jun-13","","","","4"
"LILKER ASSOCIATES","PON104420151541953","","209083","209083","13-Jan-15","13-Jan-15","","","","2"
"LILKER ASSOCIATES","PON104420141459563","","373136","373136","14-Apr-14","14-Apr-14","","","","3"
"LILKER ASSOCIATES","PON104420151541469","","392208","392208","09-Jan-15","09-Jan-15","","","","3"
"LILKER ASSOCIATES","PON104420151513888","","634888","634888","07-Jan-15","07-Jan-15","","","","5"
"LILKER ASSOCIATES","PON104420141459560","","124380","124380","06-May-14","06-May-14","","","","1"
"LILKER ASSOCIATES","PON104420141459559","","365207","365207","14-Apr-14","14-Apr-14","","","","2"
"LILKER ASSOCIATES","PON104420151513890","","132810","132810","26-Aug-14","26-Aug-14","","","","1"
"LIRO ENGINEERS INC","PON104420131324119","","175439","175439","10-Apr-14","10-Apr-14","","","","1"
"LIRO ENGINEERS INC","PON104420131332482","","284207","284207","18-Apr-14","18-Apr-14","","","","2"
"LIRO ENGINEERS INC","PON104420131332507","","486582","486582","16-Sep-13","16-Sep-13","","","","3"
"LIRO ENGINEERS INC","PON104420131332483","","750976","750976","18-Apr-14","18-Apr-14","","","","5"
"LIRO ENGINEERS INC","PON104420131334999","","846841","846841","07-Nov-13","07-Nov-13","","","","6"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141437272","","697939","593139","17-Jan-14","17-Jan-14","","","","4"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141463846","","678307","585652","02-May-14","02-May-14","","","","4"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141464799","","496289","368400","12-May-14","12-May-14","","","","2"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328180","","136774","136774","19-Nov-12","19-Nov-12","","","","1"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328183","","3880813","3880639","16-Aug-13","16-Aug-13","","","","27"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328182","","3799515","3799515","19-Feb-13","19-Feb-13","","","","26"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141416028","","561766","561766","12-Sep-13","12-Sep-13","","","","4"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328179","","197579","197579","11-Feb-14","11-Feb-14","","","","1"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131332464","","2425099","2425099","21-May-13","21-May-13","","","","17"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131332447","","1973637","1973637","30-Jul-13","30-Jul-13","","","","13"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328184","","1287896","1287874","19-Mar-15","19-Mar-15","","","","11"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141422833","","742482","742482","28-Oct-13","28-Oct-13","","","","5"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141427637","","400638","400638","19-Mar-15","19-Mar-15","","","","3"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131332536","","2172181","2172181","15-Nov-13","15-Nov-13","","","","15"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420151530236","","2879997","2879497","22-Apr-15","22-Apr-15","","","","25"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131332449","","3356394","3356394","16-Aug-13","16-Aug-13","","","","23"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131332439","","8455495","8455495","26-Sep-13","26-Sep-13","","","","57"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328186","","4735012","4734578","16-Aug-13","16-Aug-13","","","","33"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141452906","","5843488","4751151","20-Mar-14","20-Mar-14","","","","26"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328185","","142820","142820","08-Jan-14","08-Jan-14","","","","1"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328181","","696614","696614","19-Nov-12","19-Nov-12","","","","5"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141457057","","709408","707284","08-Apr-14","08-Apr-14","","","","4"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141431477","","896627","896627","27-Nov-13","27-Nov-13","","","","6"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328187","","1359936","1359936","11-Feb-13","11-Feb-13","","","","9"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131328189","","12675972","12675972","21-May-13","21-May-13","","","","88"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420141416027","","1229993","1229993","19-Mar-15","19-Mar-15","","","","11"
"LIRO PROGRAM & CONSTRUCTION MANAGEMENT, PC","PON104420131332516","","255169","255169","19-Mar-15","19-Mar-15","","","","2"
"LO SARDO GENERAL CONTRACTORS INC","PON104420151554516","","4280000","896005","13-Mar-15","13-Mar-15","","","","8"
"MARIC MECHANICAL INC","PON104420151540764","","11617657","2164876","29-Oct-15","29-Oct-15","","","","19"
"MARIC MECHANICAL INC","PON104420151534064","","12278472","2749956","15-Dec-15","15-Dec-15","","","","24"
"MARIC PLUMBING & HEATING INC","PON104420151542819","","7180540","3870359","09-Dec-15","09-Dec-15","","","","33"
"MILAD CONTRACTING CORP.","PON104420151553728","","2586000","295060","28-Jul-15","28-Jul-15","","","","3"
"MITEL NETWORKS INC","DO104020134136552","","254992","253478","07-Feb-13","07-Feb-13","","","","2"
"MITEL NETWORKS INC","DO104020134136841","","220310","220310","08-Feb-13","08-Feb-13","","","","1"
"NATIONAL ENVIRONMENTAL SAFETY COMPANY, INC.","PON104420141474568","","20720234","6004467","28-Dec-15","28-Dec-15","","","","52"
"NATIONAL ENVIRONMENTAL SAFETY COMPANY, INC.","PON104420141474567","","10492285","9636714","17-Feb-15","17-Feb-15","","","","83"
"NEHAL CONTRACTING INC","PON104420151540109","","5464400","1163855","11-Feb-15","11-Feb-15","","","","10"
"NEW YORK CITY TRANSIT AUTHORITY","PON104020134094521","","580000","580000","10-Dec-12","10-Dec-12","","","","13"
"OTIS ELEVATOR COMPANY","DO104020144060929","","137532","137532","09-Oct-13","09-Oct-13","","","","1"
"PAL ENVIRONMENTAL SAFETY CORP","PON104420141419946","","332646","332646","18-Nov-13","18-Nov-13","","","","2"
"PAL ENVIRONMENTAL SAFETY CORP","PON104420131332471","","285251","285251","03-May-13","03-May-13","","","","2"
"PAL ENVIRONMENTAL SAFETY CORP","PON104420131332470","","318925","318925","29-Jul-13","29-Jul-13","","","","2"
"ROCON PLUMBING & HEATING INC CORPORATION","PON104420141474570","","5698868","4479844","26-Jun-14","26-Jun-14","","","","3"
"ROCON PLUMBING & HEATING INC CORPORATION","PON104420151539282","","9261000","1878021","11-Feb-15","11-Feb-15","","","","16"
"ROCON PLUMBING & HEATING INC CORPORATION","PON104420151540765","","7515696","3349872","05-Oct-15","05-Oct-15","","","","29"
"ROCON PLUMBING & HEATING INC CORPORATION","PON104420151542537","","18000000","3081920","12-Feb-15","12-Feb-15","","","","27"
"SBLM ARCHITECTS, P.C.","PON104420151544543","","103411","103411","03-Feb-15","03-Feb-15","","","","1"
"SDI INC","PON104020134200119","","149713","149713","20-Mar-13","20-Mar-13","","","","2"
"SDI INC","DO104020134188166","","241741","241741","15-Mar-13","15-Mar-13","","","","2"
"SDI INC","DO104020134212846","","140985","140985","14-May-13","14-May-13","","","","1"
"SDI INC","PON104020134144906","","169838","169838","15-Feb-13","15-Feb-13","","","","2"
"SHENOY ENGINEERING PC","PON104420141459424","","436815","436815","11-Apr-14","11-Apr-14","","","","3"
"SHENOY ENGINEERING PC","PON104420151516194","","327871","327871","22-Sep-14","22-Sep-14","","","","3"
"SHENOY ENGINEERING PC","PON104420141461430","","103776","103776","10-Sep-14","10-Sep-14","","","","1"
"SHENOY ENGINEERING PC","PON104420141461429","","374176","374176","22-Apr-14","22-Apr-14","","","","3"
"SHENOY ENGINEERING PC","PON104420151522995","","378407","340566","30-Sep-14","30-Sep-14","","","","3"
"SHENOY ENGINEERING PC","PON104420151517400","","309574","309574","10-Sep-14","10-Sep-14","","","","3"
"SHENOY ENGINEERING PC","PON104420151528788","","241102","120551","29-Oct-14","29-Oct-14","","","","1"
"SHENOY ENGINEERING PC","PON104420141453805","","117374","117374","29-Oct-14","29-Oct-14","","","","1"
"SHENOY ENGINEERING PC","PON104420141461966","","443406","443406","29-Oct-14","29-Oct-14","","","","4"
"SILVERITE CONSTRUCTION COMPANY INC","PON104420151557145","","19646600","2737218","19-Oct-15","19-Oct-15","","","","24"
"STV INC.","PON104420151553199","","119039","119039","09-Mar-15","09-Mar-15","","","","1"
"STV INC.","PON104420151502133","","364921","364921","21-Jul-14","21-Jul-14","","","","2"
"STV INC.","PON104420151508573","","218057","218057","04-Aug-14","04-Aug-14","","","","1"
"STV INC.","PON104420141469546","","407132","407132","28-May-14","28-May-14","","","","4"
"STV INC.","PON104420141469547","","346050","346050","05-Aug-14","05-Aug-14","","","","3"
"TDX CONSTRUCTION CORP","PON104420141444966","","189013","189013","21-Feb-14","21-Feb-14","","","","1"
"TDX CONSTRUCTION CORP","PON104420131332499","","961321","961321","07-Feb-14","07-Feb-14","","","","6"
"TDX CONSTRUCTION CORP","PON104420131332506","","755599","755599","07-Feb-14","07-Feb-14","","","","5"
"TDX CONSTRUCTION CORP","PON104420131376734","","125645","125645","18-Feb-14","18-Feb-14","","","","1"
"TDX CONSTRUCTION CORP","PON104420131332473","","1620189","1620189","20-Mar-14","20-Mar-14","","","","11"
"TDX CONSTRUCTION CORP","PON104420131332495","","1529351","1529351","07-Feb-14","07-Feb-14","","","","10"
"TDX CONSTRUCTION CORP","PON104420131332492","","901377","901377","21-Feb-14","21-Feb-14","","","","6"
"TDX CONSTRUCTION CORP","PON104420131332493","","2014708","2014708","07-Feb-14","07-Feb-14","","","","14"
"TDX CONSTRUCTION CORP","PON104420141434383","","1151419","1015322","18-Dec-13","18-Dec-13","","","","7"
"TDX CONSTRUCTION CORP","PON104420131332502","","803781","803781","07-Feb-14","07-Feb-14","","","","6"
"TDX CONSTRUCTION CORP","PON104420131332497","","771033","771033","07-Feb-14","07-Feb-14","","","","5"
"TDX CONSTRUCTION CORP","PON104420131341804","","473590","473590","18-Sep-13","18-Sep-13","","","","3"
"TDX CONSTRUCTION CORP","PON104420131332503","","1012777","1012777","21-Feb-14","21-Feb-14","","","","7"
"TDX CONSTRUCTION CORP","PON104420131332500","","1155619","1155619","07-Feb-14","07-Feb-14","","","","8"
"TDX CONSTRUCTION CORP","PON104420131374092","","189147","189147","11-Jun-13","11-Jun-13","","","","1"
"TDX CONSTRUCTION CORP","PON104420131341805","","276261","276261","19-Sep-13","19-Sep-13","","","","2"
"TDX CONSTRUCTION CORP","PON104420141421099","","492146","431701","17-Dec-13","17-Dec-13","","","","3"
"TDX CONSTRUCTION CORP","PON104420131332474","","892237","892237","07-Feb-14","07-Feb-14","","","","6"
"TDX CONSTRUCTION CORP","PON104420141434979","","490498","452117","23-Dec-13","23-Dec-13","","","","3"
"TDX CONSTRUCTION CORP","PON104420131332501","","785696","785696","07-Feb-14","07-Feb-14","","","","5"
"TDX CONSTRUCTION CORP","PON104420131375444","","290460","290460","13-Jun-13","13-Jun-13","","","","2"
"TDX CONSTRUCTION CORP","PON104420131332504","","837883","837883","06-Jun-14","06-Jun-14","","","","6"
"TDX CONSTRUCTION CORP","PON104420131332505","","3202450","3202450","26-Feb-14","26-Feb-14","","","","22"
"TDX CONSTRUCTION CORP","PON104420131357001","","725718","725718","05-Apr-13","05-Apr-13","","","","5"
"TDX CONSTRUCTION CORP","PON104420131332496","","128371","128371","21-May-13","21-May-13","","","","1"
"TDX CONSTRUCTION CORP","PON104420131332494","","1090126","1090126","06-Jun-14","06-Jun-14","","","","7"
"TDX CONSTRUCTION CORP","PON104420131366985","","282044","282044","20-Feb-14","20-Feb-14","","","","2"
"TECHNICO CONSTRUCTION SERVICES INC.","PON104420121215729","","378183","378183","19-May-14","19-May-14","","","","3"
"TURNER CONSTRUCTION CO.","PON104420090960816","","483837","483837","12-Mar-14","12-Mar-14","","","","3"
"UNIVERSAL TESTING & INSPECTION SERVICES INC","PON104420151547707","","124182","103457","18-Dec-15","18-Dec-15","","","","1"
"VENUS GROUP, INC","PON104420151554832","","3663000","2101145","23-Mar-15","23-Mar-15","","","","18"
"VOLMAR CONSTRUCTION INC","DO104020144062855","","269277","269277","10-Oct-13","10-Oct-13","","","","2"
"VOLMAR CONSTRUCTION INC","DO104020144127609","","198195","198195","15-Jan-14","15-Jan-14","","","","1"
"VOLMAR CONSTRUCTION INC","DO104020144030745","","133564","133564","11-Sep-13","11-Sep-13","","","","1"
"ZAMAN CONSTRUCTION CORP","PON104420151550092","","3342855","1705271","23-Nov-15","23-Nov-15","","","","15"

